DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,INDICATOR: Indicator,SEX: Sex,AGE: Age,URBANIZATION: Urbanization,POVERTY: Poverty,FOOD_SECURITY: Food security,FOOD: Food category,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment,CONF_STATUS: Confidentiality status
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AQAA: Average quantity as acquired,_T: Total,_T: All ages,_T: National,_T: Total,FOODINS: Moderately or severely food insecure,15: Vegetable oils and fats,9,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-5: Shefa,AVGEQ: Average edible quantity,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,20: Tobacco/kava,16.8,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGEQ: Average edible quantity,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,10: Alcoholic beverages,17.7,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGEQ: Average edible quantity,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,17: Non alcoholoc beverages,13.1,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGEQ: Average edible quantity,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,14: Milk and cheese,5.1,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,8: Stimulants,0.1,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,4: Pulses,0.1,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-1: Torba,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,9: Spices and additive,0.9,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-2: Sanma,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,11: Meat and meat products,104.1,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-6: Tafea,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,21: Tree nuts,8.1,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-6: Tafea,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,20: Tobacco/kava,0,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGDEC: Average Dietary Energy Consumption,M: Male,_T: All ages,_T: National,_T: Total,_T: Total,8: Stimulants,0.8,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGDEC: Average Dietary Energy Consumption,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,12: Eggs,10.9,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGEXP: Average expenditures,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,14: Milk and cheese,3,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGEXP: Average expenditures,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,15: Vegetable oils and fats,2.7,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-2: Sanma,AVGEXP: Average expenditures,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,18: Miscellaneous and prepared foods,5.3,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-3: Penama,AVGEXP: Average expenditures,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,21: Tree nuts,4.6,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGEXP: Average expenditures,M: Male,_T: All ages,_T: National,_T: Total,_T: Total,14: Milk and cheese,2.1,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGEXP: Average expenditures,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,19: Meals consumed away from home,22.2,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-4: Malampa,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,2: Roots and tubers,89.2,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-6: Tafea,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,10: Alcoholic beverages,21.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,1: Cereals and cereal products,97.1,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,6: Vegetables and vegetable products,36.5,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-1: Torba,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,11: Meat and meat products,5.4,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-5: Shefa,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,18: Miscellaneous and prepared foods,15.5,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,Y15T24: 15-24,_T: National,_T: Total,_T: Total,12: Eggs,0,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,FOODINS: Moderately or severely food insecure,3: Sugars and syrups,6.2,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,12: Eggs,67.6,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,15: Vegetable oils and fats,43.9,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-2: Sanma,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,6: Vegetables and vegetable products,60.9,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-4: Malampa,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,7: Fruits and fruit products,55.5,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-5: Shefa,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,3: Sugars and syrups,31.6,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-5: Shefa,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,6: Vegetables and vegetable products,62.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-5: Shefa,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,17: Non alcoholoc beverages,31.5,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,M: Male,_T: All ages,_T: National,_T: Total,_T: Total,16: Oils and fats,23.8,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,21: Tree nuts,18.5,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,20: Tobacco/kava,23.5,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,1: Cereals and cereal products,3,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-1: Torba,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,19: Meals consumed away from home,2.3,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-2: Sanma,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,12: Eggs,1,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-2: Sanma,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,15: Vegetable oils and fats,1.1,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-2: Sanma,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,16: Oils and fats,1,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-5: Shefa,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,12: Eggs,1,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,Y15T24: 15-24,_T: National,_T: Total,_T: Total,2: Roots and tubers,2.3,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEQ: Average edible quantity,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,11: Meat and meat products,46.7,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-B: South Tarawa,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,14: Milk and cheese,7.4,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEQ: Average edible quantity,_T: Total,Y15T24: 15-24,_T: National,_T: Total,_T: Total,9: Spices and additive,8.3,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEQ: Average edible quantity,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,11: Meat and meat products,35,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEQ: Average edible quantity,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,15: Vegetable oils and fats,8.3,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,8: Stimulants,0.5,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,20: Tobacco/kava,0,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-A: Northern Kiribati,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,9: Spices and additive,1.6,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-C: Central Kiribati,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,7: Fruits and fruit products,270.4,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGDEC: Average Dietary Energy Consumption,_T: Total,Y15T24: 15-24,_T: National,_T: Total,_T: Total,11: Meat and meat products,44.8,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,_T: Total,FOODINS: Moderately or severely food insecure,14: Milk and cheese,15.7,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-A: Northern Kiribati,AVGEXP: Average expenditures,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,5: Oils crops,0,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEXP: Average expenditures,M: Male,_T: All ages,_T: National,_T: Total,_T: Total,14: Milk and cheese,0.1,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEXP: Average expenditures,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,10: Alcoholic beverages,0.1,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEXP: Average expenditures,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,20: Tobacco/kava,0.4,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEXP: Average expenditures,_T: Total,_T: All ages,_T: National,_T: Total,FOODSEC: Food secure or mildly food insecur,8: Stimulants,0,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-A: Northern Kiribati,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,11: Meat and meat products,45.4,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-C: Central Kiribati,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,8: Stimulants,63,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-E: Line & Phoenix,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,12: Eggs,6.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AQAA: Average quantity as acquired,_T: Total,Y15T24: 15-24,_T: National,_T: Total,_T: Total,17: Non alcoholoc beverages,127.2,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AQAA: Average quantity as acquired,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,19: Meals consumed away from home,0,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AQAA: Average quantity as acquired,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,15: Vegetable oils and fats,8.3,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AQAA: Average quantity as acquired,_T: Total,_T: All ages,_T: National,NOP: No poverty,_T: Total,13: Fish and fish products,296.5,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AQAA: Average quantity as acquired,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,1: Cereals and cereal products,294.1,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AQAA: Average quantity as acquired,_T: Total,_T: All ages,_T: National,_T: Total,FOODINS: Moderately or severely food insecure,18: Miscellaneous and prepared foods,13.2,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-B: South Tarawa,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,3: Sugars and syrups,18.9,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-A: Northern Kiribati,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,2: Roots and tubers,0.9,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-D: Southern Kiribati,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,17: Non alcoholoc beverages,4,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-E: Line & Phoenix,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,6: Vegetables and vegetable products,9.9,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,Y15T24: 15-24,_T: National,_T: Total,_T: Total,13: Fish and fish products,28.2,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,1: Cereals and cereal products,43.6,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,18: Miscellaneous and prepared foods,44.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,15: Vegetable oils and fats,59.2,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,1: Cereals and cereal products,49.9,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,Y15T24: 15-24,_T: National,_T: Total,_T: Total,19: Meals consumed away from home,39.2,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,9: Spices and additive,67.8,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,FOODSEC: Food secure or mildly food insecur,1: Cereals and cereal products,52.8,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,17: Non alcoholoc beverages,1.7,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-A: Northern Kiribati,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,2: Roots and tubers,1.1,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-C: Central Kiribati,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,1: Cereals and cereal products,3.1,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-D: Southern Kiribati,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,19: Meals consumed away from home,4.6,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGNPRDCONS: Average number of products consumed by household by food group,M: Male,_T: All ages,_T: National,_T: Total,_T: Total,3: Sugars and syrups,1.2,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AQAA: Average quantity as acquired,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,21: Tree nuts,14.1,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-2: Western,AQAA: Average quantity as acquired,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,17: Non alcoholoc beverages,2.6,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-10: Honiara,AQAA: Average quantity as acquired,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,3: Sugars and syrups,18.9,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AQAA: Average quantity as acquired,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,10: Alcoholic beverages,1.7,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AQAA: Average quantity as acquired,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,20: Tobacco/kava,13.1,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,19: Meals consumed away from home,0,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEQ: Average edible quantity,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,17: Non alcoholoc beverages,1.6,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-3: Isabel,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,14: Milk and cheese,0,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-8: Makira-Ulawa,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,15: Vegetable oils and fats,1.7,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEQ: Average edible quantity,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,13: Fish and fish products,136.3,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEQ: Average edible quantity,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,3: Sugars and syrups,14.2,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-10: Honiara,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,18: Miscellaneous and prepared foods,40.9,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGDEC: Average Dietary Energy Consumption,M: Male,_T: All ages,_T: National,_T: Total,_T: Total,12: Eggs,1.5,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGDEC: Average Dietary Energy Consumption,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,9: Spices and additive,0.3,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,7: Fruits and fruit products,70.4,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEXP: Average expenditures,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,19: Meals consumed away from home,0.1,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-7: Malaita,AVGEXP: Average expenditures,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,7: Fruits and fruit products,0.4,USD_POP_DAY: $/capita/day,,,,,
