DATAFLOW,Frequency,Time,Pacific Island Countries and territories,Indicator,Sex,Age,Urbanization,Poverty,Food security,Food category,OBS_VALUE,Unit of measure
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Line & Phoenix,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Roots and tubers,2.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Female,All ages,National,Total,Total,Miscellaneous and prepared foods,21.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Cereals and cereal products,62.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,15-24,National,Total,Total,Roots and tubers,13.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,15-24,National,Total,Total,Non alcoholoc beverages,36.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Moderately or severely food insecure,Oils and fats,8.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Total,All ages,Urban,Total,Total,Vegetables and vegetable products,2.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Total,All ages,Urban,Total,Total,Meals consumed away from home,7.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Line & Phoenix,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Vegetables and vegetable products,1.4,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Total,15-24,National,Total,Total,Eggs,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Total,All ages,National,Poverty,Total,Spices and additive,1.2,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,All ages,National,Total,Total,Alcoholic beverages,3.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,All ages,Rural,Total,Total,Tobacco/kava,15.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Average quantity as acquired,Total,All ages,National,Total,Total,Vegetables and vegetable products,253.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Average quantity as acquired,Total,All ages,National,Total,Total,Meals consumed away from home,0.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Central,Average quantity as acquired,Total,All ages,National,Total,Total,Roots and tubers,1468.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Rennell-Bell,Average quantity as acquired,Total,All ages,National,Total,Total,Miscellaneous and prepared foods,14.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Average quantity as acquired,Total,All ages,National,Total,Total,Oils crops,292.5,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,60+,National,Total,Total,Fruits and fruit products,176.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,All ages,National,Poverty,Total,Vegetable oils and fats,0.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,All ages,National,Total,Total,Roots and tubers,760.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,All ages,Rural,Total,Total,Meals consumed away from home,0.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Average edible quantity,Total,All ages,National,Total,Total,Fish and fish products,204.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Female,All ages,National,Total,Total,Non alcoholoc beverages,5.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,25-59,National,Total,Total,Oils crops,102.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,60+,National,Total,Total,Tree nuts,4.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,60+,National,Total,Total,Vegetables and vegetable products,194.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Total,All ages,Rural,Total,Total,Tree nuts,24.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Rennell-Bell,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Milk and cheese,0.9,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Tree nuts,11.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Temotu,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Eggs,2.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Vegetable oils and fats,48.2,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Male,All ages,National,Total,Total,Vegetables and vegetable products,123.9,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Male,All ages,National,Total,Total,Meals consumed away from home,37.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Total,60+,National,Total,Total,Alcoholic beverages,0.5,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,All ages,National,Total,Total,Tree nuts,0.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,All ages,National,Total,Total,Vegetables and vegetable products,1.4,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,All ages,Rural,Total,Total,Tree nuts,0.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Average expenditures,Total,All ages,National,Total,Total,Roots and tubers,3.3,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Average expenditures,Total,All ages,National,Total,Total,Miscellaneous and prepared foods,0.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Average expenditures,Total,All ages,National,Total,Total,Alcoholic beverages,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,60+,National,Total,Total,Alcoholic beverages,0.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,60+,National,Total,Total,Tobacco/kava,0.9,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,Rural,Total,Total,Alcoholic beverages,8.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,Rural,Total,Total,Tobacco/kava,71.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Spices and additive,56.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Tobacco/kava,60.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Female,All ages,National,Total,Total,Vegetables and vegetable products,99.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,25-59,National,Total,Total,Spices and additive,48.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,25-59,National,Total,Total,Meat and meat products,45.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Male,All ages,National,Total,Total,Fruits and fruit products,36.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Female,All ages,National,Total,Total,Fruits and fruit products,32.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Female,All ages,National,Total,Total,Alcoholic beverages,0.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,Urban,Total,Total,Spices and additive,37.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Central,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Non alcoholoc beverages,12.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Rennell-Bell,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Vegetable oils and fats,16.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Stimulants,37.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Sugars and syrups,55.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Oils and fats,38.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,No poverty,Total,Oils crops,54.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Central,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Tree nuts,1.2,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Temotu,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Milk and cheese,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Female,All ages,National,Total,Total,Fruits and fruit products,2.7,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Total,15-24,National,Total,Total,Spices and additive,1.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Total,25-59,National,Total,Total,Non alcoholoc beverages,1.6,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Torba,Average quantity as acquired,Total,All ages,National,Total,Total,Meat and meat products,13.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Average quantity as acquired,Total,All ages,Rural,Total,Total,Stimulants,0.3,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average quantity as acquired,Total,All ages,Urban,Total,Total,Vegetable oils and fats,3.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average quantity as acquired,Total,All ages,Urban,Total,Total,Miscellaneous and prepared foods,56.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Tafea,Average quantity as acquired,Total,All ages,National,Total,Total,Milk and cheese,19.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average quantity as acquired,Total,All ages,National,No poverty,Total,Fish and fish products,120.3,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average edible quantity,Total,All ages,Urban,Total,Total,Pulses,0.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Average edible quantity,Total,All ages,Rural,Total,Total,Fruits and fruit products,439.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Malampa,Average edible quantity,Total,All ages,National,Total,Total,Fish and fish products,64.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average edible quantity,Total,All ages,National,Total,Food secure or mildly food insecur,Miscellaneous and prepared foods,70.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Penama,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Tree nuts,91.8,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Penama,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Vegetables and vegetable products,437.5,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Malampa,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Non alcoholoc beverages,7.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average Dietary Energy Consumption,Total,All ages,Urban,Total,Total,Milk and cheese,0.3,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average Dietary Energy Consumption,Total,All ages,Rural,Total,Total,Spices and additive,6.4,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Tafea,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Alcoholic beverages,12.3,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average Dietary Energy Consumption,Total,15-24,National,Total,Total,Spices and additive,2.2,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average Dietary Energy Consumption,Total,All ages,National,Total,Food secure or mildly food insecur,Vegetable oils and fats,99.6,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average Dietary Energy Consumption,Total,All ages,National,Total,Moderately or severely food insecure,Miscellaneous and prepared foods,116.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average expenditures,Total,All ages,Rural,Total,Total,Stimulants,4.6,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Penama,Average expenditures,Total,All ages,National,Total,Total,Alcoholic beverages,4.3,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Tafea,Average expenditures,Total,All ages,National,Total,Total,Alcoholic beverages,31.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Tafea,Average expenditures,Total,All ages,National,Total,Total,Tobacco/kava,67.8,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average expenditures,Total,25-59,National,Total,Total,Roots and tubers,42.5,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average expenditures,Total,All ages,National,Total,Moderately or severely food insecure,Stimulants,4.8,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Penama,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Alcoholic beverages,5.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Penama,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Tobacco/kava,60.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Male,All ages,National,Total,Total,Stimulants,26.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Total,All ages,National,No poverty,Total,Spices and additive,89.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Total,All ages,National,No poverty,Total,Meat and meat products,71.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,Urban,Total,Total,Eggs,0.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Torba,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Fish and fish products,44.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Penama,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Fruits and fruit products,35.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Malampa,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Tree nuts,0.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,Rural,Total,Total,Non alcoholoc beverages,19.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed more than the average number of products consumed in the group,Female,All ages,National,Total,Total,Vegetable oils and fats,17.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed more than the average number of products consumed in the group,Total,25-59,National,Total,Total,Tree nuts,0.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,Urban,Total,Total,Meals consumed away from home,44.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,60+,National,Total,Total,Sugars and syrups,75.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,60+,National,Total,Total,Oils and fats,21.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,No poverty,Total,Roots and tubers,56.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Moderately or severely food insecure,Cereals and cereal products,58.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Torba,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Roots and tubers,2.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Torba,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Non alcoholoc beverages,1.9,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Average number of products consumed by household by food group,Total,All ages,Urban,Total,Total,Meals consumed away from home,4.4,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Malampa,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Alcoholic beverages,1.4,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Malampa,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Tobacco/kava,2.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average number of products consumed by household by food group,Total,All ages,Rural,Total,Total,Vegetables and vegetable products,7.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average number of products consumed by household by food group,Total,All ages,Rural,Total,Total,Meals consumed away from home,2.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Tafea,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Vegetable oils and fats,1.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Male,All ages,National,Total,Total,Cereals and cereal products,3.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Male,All ages,National,Total,Total,Sugars and syrups,1.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Male,All ages,National,Total,Total,Oils and fats,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,15-24,National,Total,Total,Vegetables and vegetable products,5.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,15-24,National,Total,Total,Meals consumed away from home,2.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,25-59,National,Total,Total,Tobacco/kava,1.9,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Total,All ages,National,Poverty,Total,Pulses,,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Total,All ages,Rural,Total,Total,Roots and tubers,5.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Northern Kiribati,Average edible quantity,Total,All ages,National,Total,Total,Roots and tubers,9.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Male,All ages,National,Total,Total,Spices and additive,7.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Female,All ages,National,Total,Total,Pulses,0.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Female,All ages,National,Total,Total,Fish and fish products,158.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Total,15-24,National,Total,Total,Sugars and syrups,93.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Total,60+,National,Total,Total,Miscellaneous and prepared foods,12.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Total,All ages,National,Total,Food secure or mildly food insecur,Cereals and cereal products,407.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Total,All ages,National,Total,Food secure or mildly food insecur,Eggs,0.9,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Total,All ages,National,Total,Moderately or severely food insecure,Sugars and syrups,94.9,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Vegetable oils and fats,85.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Vegetable oils and fats,95.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Sugars and syrups,399.4,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Tobacco/kava,0.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Line & Phoenix,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Miscellaneous and prepared foods,14.9,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,25-59,National,Total,Total,Miscellaneous and prepared foods,18.4,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Total,Food secure or mildly food insecur,Oils and fats,6.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Total,Moderately or severely food insecure,Non alcoholoc beverages,88.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Northern Kiribati,Average expenditures,Total,All ages,National,Total,Total,Alcoholic beverages,0.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Male,All ages,National,Total,Total,Alcoholic beverages,0.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Total,15-24,National,Total,Total,Meat and meat products,0.2,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Total,All ages,National,Total,Moderately or severely food insecure,Alcoholic beverages,0.1,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Vegetables and vegetable products,63.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Stimulants,73.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Male,All ages,National,Total,Total,Oils crops,20.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Female,All ages,National,Total,Total,Spices and additive,85.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,15-24,National,Total,Total,Meals consumed away from home,64.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,25-59,National,Total,Total,Cereals and cereal products,98.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Food secure or mildly food insecur,Alcoholic beverages,19.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,All ages,Urban,Total,Total,Stimulants,1.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Average quantity as acquired,Total,All ages,National,Total,Total,Cereals and cereal products,467.5,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,25-59,National,Total,Total,Milk and cheese,5.5,g/capita/day
